"caseid","weight","wave","state","district","n7ay23","n7by23","n7cy23","n7dy23","n7ey23","n7fy23","n7gy23","n7hy23","n7iy23","n7ky23","n7ly23","urban","gender","age","caste","n7ay23_recode","n7by23_recode","n7cy23_recode","n7dy23_recode","n7ey23_recode","n7fy23_recode","n7gy23_recode","n7hy23_recode","n7iy23_recode","n7ky23_recode","n7ly23_recode","state_district_survey"
10109,0.77050167502,2024,"Gujarat","Jamnagar","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Rural","Female","18-29","Other Castes",1,1,1,1,1,1,1,1,1,1,1,"Gujarat, Jamnagar"
10111,0.99064501074,2024,"Gujarat","Bhavnagar","Very worried","Very worried","Very worried","Very worried","Very worried","Moderately worried","Very worried","Very worried","Very worried","Very worried","Very worried","Rural","Male","18-29","Scheduled Castes/Tribes",1,1,1,1,1,0,1,1,1,1,1,"Gujarat, Bhavnagar"
10112,0.99064501074,2024,"Gujarat","Patan","Moderately worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Moderately worried","Moderately worried","Not at all worried","Not at all worried","Rural","Male","18-29","Scheduled Castes/Tribes",0,0,0,0,0,0,0,0,0,0,0,"Gujarat, Patan"
10113,0.68044303768,2024,"Gujarat","Rajkot","Moderately worried","Moderately worried","Moderately worried","Moderately worried","Very worried","Very worried","Very worried","Moderately worried","Moderately worried","Very worried","Moderately worried","Rural","Male","30-44","Other Castes",0,0,0,0,1,1,1,0,0,1,0,"Gujarat, Rajkot"
10114,1.07069713282,2024,"Uttar Pradesh","Bareilly","Moderately worried","Moderately worried","Not at all worried","Very worried","Not at all worried","Not at all worried","Very worried","Not at all worried","Not at all worried","Not at all worried","Moderately worried","Urban","Female","45+","Other Castes",0,0,0,1,0,0,1,0,0,0,0,"Uttar Pradesh, Bareilly"
10115,0.68044303768,2024,"Gujarat","Kutch","Very worried","Moderately worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Rural","Male","45+","Scheduled Castes/Tribes",1,0,1,1,1,1,1,1,1,1,1,"Gujarat, Kutch"
10116,0.8505537971,2024,"Gujarat","Chhota Udaipur","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Rural","Male","18-29","Scheduled Castes/Tribes",1,1,1,1,1,1,1,1,1,1,1,"Gujarat, Chhota Udaipur"
10117,0.68044303768,2024,"Gujarat","Amreli","Moderately worried","Very worried","Not at all worried","Not at all worried","Moderately worried","Not at all worried","Very worried","Very worried","Very worried","Very worried","Not at all worried","Rural","Male","45+","Other Castes",0,1,0,0,0,0,1,1,1,1,0,"Gujarat, Amreli"
10118,1.62105547212,2024,"Gujarat","Jamnagar","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Moderately worried","Not very worried","Very worried","Very worried","Urban","Male","45+","Other Castes",1,1,1,1,1,1,1,0,0,1,1,"Gujarat, Jamnagar"
10119,0.46029970196,2024,"Gujarat","Gir Somnath","Moderately worried","Moderately worried","Very worried","Moderately worried","Very worried","Not at all worried","Very worried","Very worried","Moderately worried","Very worried","Moderately worried","Urban","Female","30-44","Other Castes",0,0,1,0,1,0,1,1,0,1,0,"Gujarat, Gir Somnath"
10120,0.46029970196,2024,"Gujarat","Vadodara","Very worried","Very worried","Moderately worried","Very worried","Very worried","Very worried","Very worried","Very worried","Moderately worried","Very worried","Moderately worried","Urban","Female","30-44","Scheduled Castes/Tribes",1,1,0,1,1,1,1,1,0,1,0,"Gujarat, Vadodara"
10121,1.22079486172,2024,"Gujarat","Panchmahal","Moderately worried","Moderately worried","Moderately worried","Moderately worried","Moderately worried","Moderately worried","Very worried","Moderately worried","Moderately worried","Not at all worried","Not at all worried","Urban","Female","30-44","Other Castes",0,0,0,0,0,0,1,0,0,0,0,"Gujarat, Panchmahal"
10122,1.07069713282,2024,"Uttar Pradesh","Etah","Not at all worried","Very worried","Not at all worried","Very worried","Moderately worried","Not at all worried","Not at all worried","Very worried","Very worried","Not at all worried","Moderately worried","Urban","Female","45+","Other Castes",0,1,0,1,0,0,0,1,1,0,0,"Uttar Pradesh, Etah"
10123,0.46029970196,2024,"Gujarat","Ahmedabad","Very worried","Moderately worried","Moderately worried","Moderately worried","Moderately worried","Very worried","Moderately worried","Very worried","Very worried","Moderately worried","Moderately worried","Urban","Female","30-44","Other Castes",1,0,0,0,0,1,0,1,1,0,0,"Gujarat, Ahmedabad"
10124,0.89057985814,2024,"Gujarat","Ahmedabad","Moderately worried","Very worried","Very worried","Very worried","Very worried","Very worried","Moderately worried","Very worried","Not very worried","Not at all worried","Very worried","Rural","Female","18-29","Other Castes",0,1,1,1,1,1,0,1,0,0,1,"Gujarat, Ahmedabad"
10125,0.46029970196,2024,"Gujarat","Ahmedabad","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Urban","Female","45+","Other Castes",1,1,1,1,1,1,1,1,1,1,1,"Gujarat, Ahmedabad"
10127,0.34022151884,2024,"Gujarat","Gandhinagar","Moderately worried","Moderately worried","Very worried","Not at all worried","Very worried","Not at all worried","Not at all worried","Very worried","Very worried","Not at all worried","Very worried","Urban","Female","30-44","Other Castes",0,0,1,0,1,0,0,1,1,0,1,"Gujarat, Gandhinagar"
10128,1.4509447127,2024,"Gujarat","Porbandar","Moderately worried","Moderately worried","Moderately worried","Moderately worried","Moderately worried","Not at all worried","Not at all worried","Moderately worried","Moderately worried","Not at all worried","Not at all worried","Urban","Female","45+","Other Castes",0,0,0,0,0,0,0,0,0,0,0,"Gujarat, Porbandar"
10129,1.32086001432,2024,"Gujarat","Valsad","Moderately worried","Moderately worried","Not at all worried","Not at all worried","Not at all worried","Not very worried","Not very worried","Not at all worried","Moderately worried","Moderately worried","Not at all worried","Rural","Female","45+","Other Castes",0,0,0,0,0,0,0,0,0,0,0,"Gujarat, Valsad"
10130,0.69044955294,2024,"Gujarat","Surat","Very worried","Moderately worried","Moderately worried","Very worried","Very worried","Very worried","Very worried","Very worried","Moderately worried","Moderately worried","Moderately worried","Rural","Female","30-44","Scheduled Castes/Tribes",1,0,0,1,1,1,1,1,0,0,0,"Gujarat, Surat"
10131,0.9005863734,2024,"Gujarat","Bhavnagar","Moderately worried","Not at all worried","Not at all worried","Moderately worried","Not very worried","Moderately worried","Moderately worried","Moderately worried","Moderately worried","Not at all worried","Not at all worried","Rural","Female","18-29","Other Castes",0,0,0,0,0,0,0,0,0,0,0,"Gujarat, Bhavnagar"
10132,0.89057985814,2024,"Gujarat","Banaskantha","Moderately worried","Very worried","Moderately worried","Not at all worried","Very worried","Moderately worried","Very worried","Moderately worried","Moderately worried","Very worried","Very worried","Rural","Female","18-29","Other Castes",0,1,0,0,1,0,1,0,0,1,1,"Gujarat, Banaskantha"
10133,0.54035182404,2024,"Gujarat","Surat","Not at all worried","Moderately worried","Not at all worried","Moderately worried","Very worried","Moderately worried","Not at all worried","Moderately worried","Moderately worried","Not at all worried","Not at all worried","Urban","Female","30-44","Other Castes",0,0,0,0,1,0,0,0,0,0,0,"Gujarat, Surat"
10134,0.53034530878,2024,"Gujarat","Bhavnagar","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Moderately worried","Very worried","Very worried","Urban","Female","45+","Other Castes",1,1,1,1,1,1,1,1,0,1,1,"Gujarat, Bhavnagar"
10135,0.34022151884,2024,"Gujarat","Porbandar","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Urban","Female","45+","Other Castes",1,1,1,1,1,1,1,1,1,1,1,"Gujarat, Porbandar"
10136,2.6016939676,2024,"Uttar Pradesh","Varanasi","Very worried","Moderately worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Moderately worried","Very worried","Urban","Female","30-44","Other Castes",1,0,1,1,1,1,1,1,1,0,1,"Uttar Pradesh, Varanasi"
10137,0.97063198022,2024,"Gujarat","Vadodara","Very worried","Very worried","Very worried","Very worried","Moderately worried","Very worried","Very worried","Very worried","Very worried","Moderately worried","Very worried","Urban","Female","30-44","Other Castes",1,1,1,1,0,1,1,1,1,0,1,"Gujarat, Vadodara"
10138,0.89057985814,2024,"Gujarat","Anand","Very worried","Moderately worried","Very worried","Very worried","Moderately worried","Very worried","Very worried","Moderately worried","Moderately worried","Very worried","Very worried","Rural","Female","18-29","Other Castes",1,0,1,1,0,1,1,0,0,1,1,"Gujarat, Anand"
10139,1.09071016334,2024,"Uttar Pradesh","Bareilly","Moderately worried","Very worried","Very worried","Very worried","Moderately worried","Moderately worried","Moderately worried","Moderately worried","Moderately worried","Moderately worried","Very worried","Rural","Female","30-44","Other Castes",0,1,1,1,0,0,0,0,0,0,1,"Uttar Pradesh, Bareilly"
10140,1.18076880068,2024,"Uttar Pradesh","Bijnor","Moderately worried","Moderately worried","Moderately worried","Not at all worried","Very worried","Moderately worried","Very worried","Very worried","Very worried","Very worried","Very worried","Urban","Female","30-44","Other Castes",0,0,0,0,1,0,1,1,1,1,1,"Uttar Pradesh, Bijnor"
10141,0.73047561398,2024,"Uttar Pradesh","Kanpur Nagar","Moderately worried","Very worried","Very worried","Very worried","Moderately worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Urban","Female","30-44","Other Castes",0,1,1,1,0,1,1,1,1,1,1,"Uttar Pradesh, Kanpur Nagar"
10142,2.06134214356,2024,"Uttar Pradesh","Ghaziabad","Very worried","Very worried","Very worried","Very worried","Very worried","Moderately worried","Very worried","Very worried","Very worried","Moderately worried","Very worried","Urban","Female","30-44","Other Castes",1,1,1,1,1,0,1,1,1,0,1,"Uttar Pradesh, Ghaziabad"
10143,3.03197412378,2024,"Uttar Pradesh","Saharanpur","Not at all worried","Moderately worried","Not at all worried","Very worried","Very worried","Moderately worried","Moderately worried","Not at all worried","Not at all worried","Moderately worried","Very worried","Urban","Female","18-29","Other Castes",0,0,0,1,1,0,0,0,0,0,1,"Uttar Pradesh, Saharanpur"
10144,0.87056682762,2024,"Uttar Pradesh","Allahabad","Very worried","Moderately worried","Very worried","Very worried","Very worried","Moderately worried","Moderately worried","Moderately worried","Very worried","Moderately worried","Moderately worried","Rural","Female","30-44","Other Castes",1,0,1,1,1,0,0,0,1,0,0,"Uttar Pradesh, Allahabad"
10145,1.26082092276,2024,"Uttar Pradesh","Sitapur","Moderately worried","Very worried","Moderately worried","Very worried","Very worried","Very worried","Moderately worried","Very worried","Very worried","Very worried","Very worried","Rural","Female","18-29","Other Castes",0,1,0,1,1,1,0,1,1,1,1,"Uttar Pradesh, Sitapur"
10146,0.84054728184,2024,"Uttar Pradesh","Jhansi","Not at all worried","Moderately worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Moderately worried","Moderately worried","Urban","Female","30-44","Other Castes",0,0,0,0,0,0,0,0,0,0,0,"Uttar Pradesh, Jhansi"
10147,0.83054076658,2024,"Uttar Pradesh","Ghaziabad","Very worried","Very worried","Very worried","Moderately worried","Very worried","Moderately worried","Very worried","Not at all worried","Moderately worried","Very worried","Moderately worried","Urban","Female","30-44","Other Castes",1,1,1,0,1,0,1,0,0,1,0,"Uttar Pradesh, Ghaziabad"
10148,0.54035182404,2024,"Uttar Pradesh","Kannauj","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Moderately worried","Rural","Female","45+","Other Castes",1,1,1,1,1,1,1,1,1,1,0,"Uttar Pradesh, Kannauj"
10149,1.19077531594,2024,"Uttar Pradesh","Meerut","Moderately worried","Moderately worried","Moderately worried","Moderately worried","Moderately worried","Not very worried","Moderately worried","Moderately worried","Not at all worried","Not very worried","Not at all worried","Urban","Female","30-44","Other Castes",0,0,0,0,0,0,0,0,0,0,0,"Uttar Pradesh, Meerut"
10150,0.87056682762,2024,"Uttar Pradesh","Varanasi","Moderately worried","Moderately worried","Very worried","Very worried","Moderately worried","Moderately worried","Very worried","Very worried","Moderately worried","Very worried","Moderately worried","Rural","Female","30-44","Other Castes",0,0,1,1,0,0,1,1,0,1,0,"Uttar Pradesh, Varanasi"
10151,0.66043000716,2024,"Uttar Pradesh","Bareilly","Very worried","Very worried","Moderately worried","Very worried","Not at all worried","Very worried","Very worried","Very worried","Very worried","Moderately worried","Very worried","Urban","Female","30-44","Scheduled Castes/Tribes",1,1,0,1,0,1,1,1,1,0,1,"Uttar Pradesh, Bareilly"
10155,0.79051470554,2024,"Uttar Pradesh","Lucknow","Not at all worried","Very worried","Moderately worried","Moderately worried","Very worried","Moderately worried","Very worried","Moderately worried","Not at all worried","Not at all worried","Not at all worried","Urban","Female","45+","Other Castes",0,1,0,0,1,0,1,0,0,0,0,"Uttar Pradesh, Lucknow"
10157,1.23080137698,2024,"Uttar Pradesh","Balrampur","Moderately worried","Moderately worried","Moderately worried","Not at all worried","Not at all worried","Very worried","Very worried","Moderately worried","Moderately worried","Not very worried","Very worried","Urban","Female","45+","Scheduled Castes/Tribes",0,0,0,0,0,1,1,0,0,0,1,"Uttar Pradesh, Balrampur"
10158,0.42027364092,2024,"Uttar Pradesh","Jaunpur","Not at all worried","Moderately worried","Not at all worried","Moderately worried","Moderately worried","Not at all worried","Moderately worried","Very worried","Not at all worried","Not at all worried","Moderately worried","Urban","Female","45+","Other Castes",0,0,0,0,0,0,0,1,0,0,0,"Uttar Pradesh, Jaunpur"
